event_id,case_id,activity,timestamp,duration_minutes,user_id,team,application_used,screen_name,event_type,status
E-000000475,C-0000056,Approval,2025-12-11 22:11:10.835118570,33.14,U-0078,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000476,C-0000056,Payment Processing,2025-12-12 01:30:41.850223779,22.35,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000477,C-0000056,Case Closed,2025-12-12 02:20:59.472548600,7.77,U-0014,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000478,C-0000057,Claim Received,2025-09-01 22:06:06.403557862,3.7,U-0069,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000479,C-0000057,Eligibility Check,2025-09-01 22:28:31.268606764,7.32,U-0009,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000480,C-0000057,Document Intake,2025-09-01 23:10:45.600598548,5.19,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000481,C-0000057,Document Review,2025-09-02 01:43:26.961451492,52.56,U-0040,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000482,C-0000057,Denial,2025-09-02 05:21:32.101307746,18.21,U-0061,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000483,C-0000057,Case Closed,2025-09-02 05:47:02.868964060,3.71,U-0092,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000484,C-0000058,Claim Received,2025-08-20 21:30:59.133131640,2.61,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000485,C-0000058,Eligibility Check,2025-08-20 21:48:26.125191485,6.54,U-0051,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000486,C-0000058,Document Intake,2025-08-20 23:23:58.034324191,7.34,U-0018,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000487,C-0000058,Document Review,2025-08-21 03:11:07.524692510,111.74,U-0003,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000488,C-0000058,Approval,2025-08-21 06:35:05.290853605,14.9,U-0040,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000489,C-0000058,Payment Processing,2025-08-21 13:43:49.127062807,11.14,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000490,C-0000058,Case Closed,2025-08-21 14:35:15.481970016,6.97,U-0064,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000491,C-0000059,Claim Received,2025-09-26 11:38:30.403789871,4.02,U-0069,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000492,C-0000059,Eligibility Check,2025-09-26 11:55:08.695435403,6.48,U-0036,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000493,C-0000059,Document Intake,2025-09-26 14:07:25.947343262,11.97,U-0028,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000494,C-0000059,Document Review,2025-09-27 05:04:49.915825887,32.42,U-0004,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000495,C-0000059,Approval,2025-09-27 06:26:27.889728161,22.4,U-0049,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000496,C-0000059,Payment Processing,2025-09-27 09:56:05.984677630,10.44,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000497,C-0000059,Case Closed,2025-09-27 10:27:37.664797308,7.76,U-0054,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000498,C-0000060,Claim Received,2025-08-06 23:39:04.186131173,4.95,U-0018,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000499,C-0000060,Eligibility Check,2025-08-07 00:10:59.084519622,7.82,U-0050,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000500,C-0000060,Document Intake,2025-08-07 01:21:09.929735000,9.4,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000501,C-0000060,Document Review,2025-08-07 06:56:33.152834292,53.75,U-0049,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000502,C-0000060,Denial,2025-08-07 09:01:02.776832901,21.9,U-0064,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000503,C-0000060,Case Closed,2025-08-07 09:35:26.207985458,6.7,U-0021,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000504,C-0000061,Claim Received,2025-12-26 13:04:59.236804004,11.65,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000505,C-0000061,Eligibility Check,2025-12-26 13:56:35.949434509,8.67,U-0009,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000506,C-0000061,Document Intake,2025-12-26 15:08:27.491057193,16.26,U-0086,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000507,C-0000061,Document Review,2025-12-26 21:26:39.343670273,30.92,U-0031,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000508,C-0000061,Medical Necessity Review,2025-12-28 22:40:06.734726658,58.73,U-0048,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000509,C-0000061,Approval,2025-12-29 00:26:00.286218379,7.77,U-0043,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000510,C-0000061,Payment Processing,2025-12-29 08:51:36.639267923,18.96,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000511,C-0000061,Case Closed,2025-12-29 09:20:21.068706232,5.92,U-0073,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000512,C-0000062,Claim Received,2025-08-04 00:00:42.499833706,1.88,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000513,C-0000062,Eligibility Check,2025-08-04 00:45:58.108827858,12.79,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000514,C-0000062,Document Intake,2025-08-04 02:25:39.043674583,6.32,U-0018,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000515,C-0000062,Document Review,2025-08-04 04:21:29.998679184,25.97,U-0001,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000516,C-0000062,Approval,2025-08-04 05:09:14.234727924,8.06,U-0045,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000517,C-0000062,Payment Processing,2025-08-04 06:56:17.825140425,15.87,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000518,C-0000062,Case Closed,2025-08-04 07:32:25.274528738,3.17,U-0087,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000519,C-0000063,Claim Received,2025-09-26 15:15:19.087307232,3.23,U-0018,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000520,C-0000063,Eligibility Check,2025-09-26 15:43:33.669034020,8.18,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000521,C-0000063,Document Intake,2025-09-26 16:07:23.818608497,10.82,U-0069,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000522,C-0000063,Document Review,2025-09-27 00:38:52.154681591,26.48,U-0031,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000523,C-0000063,Provider Clarification,2025-09-28 04:18:32.636695502,52.44,U-0096,Provider Services,ProviderPortal,provider_clarification,Task Completed,Completed
E-000000524,C-0000063,Document Review,2025-09-28 09:30:20.035550676,21.67,U-0045,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000525,C-0000063,Approval,2025-09-28 11:00:51.334339365,9.55,U-0004,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000526,C-0000063,Payment Processing,2025-09-28 12:02:40.391426958,19.41,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000527,C-0000063,Case Closed,2025-09-28 12:28:24.595010349,9.23,U-0078,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000528,C-0000064,Claim Received,2025-10-04 12:44:42.341626979,2.66,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000529,C-0000064,Eligibility Check,2025-10-04 13:21:38.747360815,12.12,U-0051,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000530,C-0000064,Document Intake,2025-10-04 14:27:09.664321975,11.53,U-0075,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000531,C-0000064,Document Review,2025-10-04 15:31:42.415299475,42.94,U-0045,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000532,C-0000064,Provider Clarification,2025-10-04 22:19:08.874209689,40.81,U-0020,Provider Services,ProviderPortal,provider_clarification,Task Completed,Completed
E-000000533,C-0000064,Document Review,2025-10-05 01:51:32.775843251,31.31,U-0078,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000534,C-0000064,Denial,2025-10-05 08:18:32.825862180,21.23,U-0025,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000535,C-0000064,Case Closed,2025-10-05 08:54:48.506965152,6.04,U-0008,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000536,C-0000065,Claim Received,2025-07-11 10:34:20.110793120,1.65,U-0005,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000537,C-0000065,Eligibility Check,2025-07-11 11:18:59.532634594,19.55,U-0084,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000538,C-0000065,Document Intake,2025-07-11 13:06:49.721777514,6.25,U-0052,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000539,C-0000065,Document Review,2025-07-11 15:41:21.236626221,65.68,U-0030,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000540,C-0000065,Approval,2025-07-11 17:33:47.583966894,15.02,U-0055,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000541,C-0000065,Payment Processing,2025-07-12 00:16:52.753380889,12.31,U-0023,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000542,C-0000065,Case Closed,2025-07-12 00:49:41.377977260,4.4,U-0046,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000543,C-0000066,Claim Received,2025-09-24 17:19:11.650268616,3.11,U-0018,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000544,C-0000066,Eligibility Check,2025-09-24 18:18:33.936352394,10.62,U-0036,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000545,C-0000066,Document Intake,2025-09-24 18:53:32.468473865,7.79,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000546,C-0000066,Document Review,2025-09-24 21:52:35.155715896,23.72,U-0004,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000547,C-0000066,Medical Necessity Review,2025-09-25 13:56:44.796419561,106.05,U-0048,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000548,C-0000066,Nurse Review,2025-09-25 19:10:42.635724393,57.05,U-0094,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000549,C-0000066,Approval,2025-09-25 21:22:31.828320740,13.62,U-0073,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000550,C-0000066,Payment Processing,2025-09-26 00:57:32.843166964,15.69,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000551,C-0000066,Case Closed,2025-09-26 01:19:55.397313119,6.26,U-0003,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000552,C-0000067,Claim Received,2025-09-22 05:06:29.526535739,3.94,U-0098,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000553,C-0000067,Eligibility Check,2025-09-22 05:34:56.593748828,10.33,U-0071,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000554,C-0000067,Document Intake,2025-09-22 05:45:47.527030583,7.26,U-0075,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000555,C-0000067,Document Review,2025-09-22 07:29:48.890549319,70.5,U-0043,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000556,C-0000067,Approval,2025-09-22 08:43:10.818760177,13.24,U-0030,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000557,C-0000067,Payment Processing,2025-09-22 13:13:36.576418335,10.79,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000558,C-0000067,Case Closed,2025-09-22 13:41:14.401913545,4.67,U-0081,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000559,C-0000068,Claim Received,2025-08-17 11:30:08.388032441,4.67,U-0028,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000560,C-0000068,Eligibility Check,2025-08-17 12:08:25.173677460,10.98,U-0089,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000561,C-0000068,Member Info Correction,2025-08-17 15:22:47.149292467,14.33,U-0071,Eligibility Operations,Member360,member_info_correction,Task Completed,Completed
E-000000562,C-0000068,Eligibility Check,2025-08-17 15:42:01.419427302,8.33,U-0074,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000563,C-0000068,Document Intake,2025-08-17 15:56:55.910405036,5.51,U-0069,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000564,C-0000068,Document Review,2025-08-17 22:02:31.177111918,54.53,U-0043,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000565,C-0000068,Provider Clarification,2025-08-18 13:45:27.181987981,32.47,U-0020,Provider Services,ProviderPortal,provider_clarification,Task Completed,Completed
E-000000566,C-0000068,Document Review,2025-08-18 15:02:57.073560824,65.14,U-0043,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000567,C-0000068,Approval,2025-08-18 20:10:47.455517349,17.7,U-0054,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000568,C-0000068,Payment Processing,2025-08-19 00:39:53.903035782,8.54,U-0023,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000569,C-0000068,Case Closed,2025-08-19 01:10:05.481752397,2.41,U-0019,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000570,C-0000069,Claim Received,2025-07-24 10:08:02.728611322,3.52,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000571,C-0000069,Eligibility Check,2025-07-24 10:40:44.705634859,11.62,U-0050,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000572,C-0000069,Document Intake,2025-07-24 12:00:48.430638136,16.9,U-0028,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000573,C-0000069,Document Review,2025-07-24 15:44:16.015755677,38.37,U-0092,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000574,C-0000069,Provider Clarification,2025-07-24 21:21:39.155810107,43.77,U-0065,Provider Services,ProviderPortal,provider_clarification,Task Completed,Completed
E-000000575,C-0000069,Document Review,2025-07-25 09:44:24.970670801,90.78,U-0046,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000576,C-0000069,Approval,2025-07-25 12:02:04.287647634,13.85,U-0083,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000577,C-0000069,Payment Processing,2025-07-25 19:38:25.584663238,13.09,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Pending
E-000000578,C-0000070,Claim Received,2025-07-09 06:26:51.898028478,2.57,U-0018,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000579,C-0000070,Eligibility Check,2025-07-09 06:35:45.237938440,10.48,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000580,C-0000070,Document Intake,2025-07-09 09:52:56.290301534,9.98,U-0069,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000581,C-0000070,Document Review,2025-07-09 20:54:45.906857049,21.25,U-0025,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000582,C-0000070,Medical Necessity Review,2025-07-10 16:19:55.769442509,70.3,U-0041,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000583,C-0000070,Nurse Review,2025-07-11 04:31:46.206762830,33.86,U-0047,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000584,C-0000070,Medical Director Review,2025-07-12 02:09:50.185418422,254.08,U-0062,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000585,C-0000070,Approval,2025-07-12 09:13:16.565150987,18.96,U-0073,Claims Adjudication,ClaimsCore,approval,Task Completed,Pending
E-000000586,C-0000071,Claim Received,2025-07-02 13:49:04.761105663,4.03,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000587,C-0000071,Eligibility Check,2025-07-02 14:42:00.590420702,14.76,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000588,C-0000071,Document Intake,2025-07-02 16:36:15.560103249,7.55,U-0086,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000589,C-0000071,Document Review,2025-07-02 20:27:12.047740214,27.79,U-0064,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000590,C-0000071,Medical Necessity Review,2025-07-03 07:34:22.480904130,93.51,U-0082,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000591,C-0000071,Nurse Review,2025-07-03 10:26:35.114748904,67.61,U-0048,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000592,C-0000071,Denial,2025-07-03 12:51:44.273291959,21.44,U-0092,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000593,C-0000071,Case Closed,2025-07-03 13:30:09.382864954,5.08,U-0043,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000594,C-0000072,Claim Received,2025-09-27 02:50:19.459042750,3.53,U-0028,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000595,C-0000072,Eligibility Check,2025-09-27 03:21:48.925637147,16.56,U-0036,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000596,C-0000072,Document Intake,2025-09-27 04:06:07.415262767,11.82,U-0099,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000597,C-0000072,Document Review,2025-09-27 07:51:49.033012437,32.06,U-0073,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000598,C-0000072,Medical Necessity Review,2025-09-27 13:40:03.263225677,91.99,U-0094,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000599,C-0000072,Nurse Review,2025-09-28 02:32:21.501334750,102.48,U-0082,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000600,C-0000072,Medical Director Review,2025-09-28 09:06:43.108697926,95.56,U-0038,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000601,C-0000072,Approval,2025-09-28 12:47:58.184355470,7.08,U-0055,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000602,C-0000072,Payment Processing,2025-09-28 18:25:47.212859266,17.95,U-0012,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000603,C-0000072,Case Closed,2025-09-28 19:01:09.758454713,6.83,U-0021,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000604,C-0000073,Claim Received,2025-07-17 10:37:12.119090989,4.22,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000605,C-0000073,Eligibility Check,2025-07-17 11:06:38.032438872,4.9,U-0029,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000606,C-0000073,Document Intake,2025-07-17 12:06:37.267437391,4.98,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000607,C-0000073,Document Review,2025-07-17 14:51:50.982776916,45.0,U-0081,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000608,C-0000073,Medical Necessity Review,2025-07-17 22:42:26.718336641,53.46,U-0041,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000609,C-0000073,Nurse Review,2025-07-18 04:13:24.725844490,45.23,U-0095,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000610,C-0000073,Medical Director Review,2025-07-18 15:23:25.291119751,177.5,U-0062,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000611,C-0000073,Approval,2025-07-18 18:55:32.567453152,11.49,U-0004,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000612,C-0000073,Payment Processing,2025-07-19 03:57:35.088923749,22.19,U-0012,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000613,C-0000073,Case Closed,2025-07-19 04:22:08.141196554,7.06,U-0073,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000614,C-0000074,Claim Received,2025-12-23 13:29:49.984160203,1.82,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000615,C-0000074,Eligibility Check,2025-12-23 14:08:15.026512003,7.72,U-0029,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000616,C-0000074,Member Info Correction,2025-12-23 15:46:23.856016656,14.56,U-0071,Eligibility Operations,Member360,member_info_correction,Task Completed,Completed
E-000000617,C-0000074,Eligibility Check,2025-12-23 17:45:50.469475286,9.84,U-0089,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000618,C-0000074,Document Intake,2025-12-23 19:14:21.201824953,13.2,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000619,C-0000074,Document Review,2025-12-23 21:41:52.871552920,68.67,U-0049,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000620,C-0000074,Medical Necessity Review,2025-12-24 05:46:32.307431467,48.3,U-0057,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000621,C-0000074,Nurse Review,2025-12-24 08:18:54.242748230,60.94,U-0068,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000622,C-0000074,Medical Director Review,2025-12-24 20:54:25.765146030,134.15,U-0088,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000623,C-0000074,Denial,2025-12-25 04:45:54.371274213,10.68,U-0061,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000624,C-0000074,Case Closed,2025-12-25 05:53:01.244839216,5.3,U-0092,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000625,C-0000075,Claim Received,2025-08-14 18:58:47.999157487,2.61,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000626,C-0000075,Eligibility Check,2025-08-14 19:32:25.926179523,8.56,U-0036,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000627,C-0000075,Document Intake,2025-08-14 20:23:38.681786969,4.54,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000628,C-0000075,Document Review,2025-08-15 01:36:57.405423402,46.01,U-0031,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000629,C-0000075,Provider Clarification,2025-08-15 03:24:57.711105938,44.46,U-0063,Provider Services,ProviderPortal,provider_clarification,Task Completed,Completed
E-000000630,C-0000075,Document Review,2025-08-15 09:46:39.945990828,29.34,U-0004,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000631,C-0000075,Approval,2025-08-15 10:56:50.578906473,13.94,U-0025,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000632,C-0000075,Payment Processing,2025-08-15 12:37:40.246027910,12.95,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000633,C-0000075,Case Closed,2025-08-15 13:15:56.664906960,3.28,U-0045,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000634,C-0000076,Claim Received,2025-10-28 09:53:53.085400799,2.82,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000635,C-0000076,Eligibility Check,2025-10-28 10:14:39.638554505,6.32,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000636,C-0000076,Document Intake,2025-10-28 11:10:00.893466825,6.15,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000637,C-0000076,Document Review,2025-10-28 15:34:45.425863552,40.81,U-0049,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000638,C-0000076,Approval,2025-10-28 17:48:47.187189466,16.17,U-0055,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000639,C-0000076,Payment Processing,2025-10-28 19:35:27.967245119,15.84,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000640,C-0000076,Case Closed,2025-10-28 20:11:18.947577983,6.16,U-0014,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000641,C-0000077,Claim Received,2025-11-01 06:00:50.155223350,4.1,U-0018,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000642,C-0000077,Eligibility Check,2025-11-01 06:20:10.990614006,29.72,U-0071,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000643,C-0000077,Document Intake,2025-11-01 07:13:54.233095074,6.99,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000644,C-0000077,Document Review,2025-11-01 07:53:54.915778302,36.48,U-0049,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000645,C-0000077,Provider Clarification,2025-11-01 22:45:25.273127078,18.73,U-0067,Provider Services,ProviderPortal,provider_clarification,Task Completed,Completed
E-000000646,C-0000077,Document Review,2025-11-02 05:03:29.117722915,23.19,U-0042,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000647,C-0000077,Medical Necessity Review,2025-11-02 10:37:44.976637347,129.24,U-0047,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000648,C-0000077,Nurse Review,2025-11-02 17:08:13.149100254,74.26,U-0034,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000649,C-0000077,Denial,2025-11-02 18:48:35.943914365,17.36,U-0046,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000650,C-0000077,Case Closed,2025-11-02 19:33:58.742021106,4.39,U-0021,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000651,C-0000078,Claim Received,2025-09-29 16:18:20.541718456,4.89,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000652,C-0000078,Eligibility Check,2025-09-29 17:26:53.197897475,12.4,U-0009,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000653,C-0000078,Document Intake,2025-09-29 18:51:45.623955455,5.87,U-0018,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000654,C-0000078,Document Review,2025-09-29 19:27:28.013726904,50.37,U-0054,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000655,C-0000078,Approval,2025-09-29 21:23:10.209821960,22.6,U-0008,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000656,C-0000078,Payment Processing,2025-09-30 00:55:39.302441635,12.74,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000657,C-0000078,Case Closed,2025-09-30 01:45:48.699069801,4.51,U-0025,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000658,C-0000079,Claim Received,2025-12-09 16:51:19.942928928,3.38,U-0098,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000659,C-0000079,Eligibility Check,2025-12-09 16:59:46.077845821,3.72,U-0089,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000660,C-0000079,Document Intake,2025-12-09 17:27:21.025060284,9.65,U-0018,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000661,C-0000079,Document Review,2025-12-09 18:55:09.958349925,35.75,U-0046,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000662,C-0000079,Medical Necessity Review,2025-12-09 22:47:00.066555827,59.73,U-0072,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
